Active,City,CityCode,Confirmed,Country,CountryCode,Date,Deaths,ID,Lat,Lon,Province,Recovered
0,"","",0,Singapore,SG,2020-01-22T00:00:00Z,0,2484662a-37d0-4b6c-8272-34e5a86f26f0,1.35,103.82,"",0
1,"","",1,Singapore,SG,2020-01-23T00:00:00Z,0,f1471591-909d-4c12-9e8b-26ce43fa3b4e,1.35,103.82,"",0
3,"","",3,Singapore,SG,2020-01-24T00:00:00Z,0,ad7bf6e4-27b0-46e9-bdc5-998458be7e6c,1.35,103.82,"",0
3,"","",3,Singapore,SG,2020-01-25T00:00:00Z,0,25bb999d-2443-4505-925d-27f21af143f6,1.35,103.82,"",0
4,"","",4,Singapore,SG,2020-01-26T00:00:00Z,0,297dd8d4-5417-4922-9ac9-a93b9902d4c8,1.35,103.82,"",0
5,"","",5,Singapore,SG,2020-01-27T00:00:00Z,0,bee2a95e-2cf6-46e5-b2a5-9f4b4cca9613,1.35,103.82,"",0
7,"","",7,Singapore,SG,2020-01-28T00:00:00Z,0,64b738cc-1d17-41c1-a9aa-d60900d57140,1.35,103.82,"",0
7,"","",7,Singapore,SG,2020-01-29T00:00:00Z,0,129cbe75-c74d-4c5d-b73c-4d438d2ecdd7,1.35,103.82,"",0
10,"","",10,Singapore,SG,2020-01-30T00:00:00Z,0,67f6a10d-f040-4767-84c1-24e85768de2d,1.35,103.82,"",0
13,"","",13,Singapore,SG,2020-01-31T00:00:00Z,0,db5f37a1-caf4-4b0a-894a-54d166aa4fc5,1.35,103.82,"",0
16,"","",16,Singapore,SG,2020-02-01T00:00:00Z,0,03f27c9b-25a2-4d00-a091-ed8d52b91955,1.35,103.82,"",0
18,"","",18,Singapore,SG,2020-02-02T00:00:00Z,0,94519b00-7aec-41d1-b257-f3ac9fb86254,1.35,103.82,"",0
18,"","",18,Singapore,SG,2020-02-03T00:00:00Z,0,3b1e5bfd-00a4-4468-93f6-c46d2c75eb68,1.35,103.82,"",0
24,"","",24,Singapore,SG,2020-02-04T00:00:00Z,0,94769717-ae10-4891-9c7b-dd8b3889a9d5,1.35,103.82,"",0
28,"","",28,Singapore,SG,2020-02-05T00:00:00Z,0,bc346c5d-8fcb-4f17-9007-5fbf45484176,1.35,103.82,"",0
28,"","",28,Singapore,SG,2020-02-06T00:00:00Z,0,fefcbac0-dbf3-4975-b73a-524dfd70a1ad,1.35,103.82,"",0
30,"","",30,Singapore,SG,2020-02-07T00:00:00Z,0,3f885ae1-acde-4624-bdf2-4484762149ce,1.35,103.82,"",0
31,"","",33,Singapore,SG,2020-02-08T00:00:00Z,0,e373136f-90f3-4818-9ee8-eb7b3eac2575,1.35,103.82,"",2
38,"","",40,Singapore,SG,2020-02-09T00:00:00Z,0,a489635f-7515-44c3-ab35-7ba6503e1e92,1.35,103.82,"",2
43,"","",45,Singapore,SG,2020-02-10T00:00:00Z,0,7abbd361-ecbd-4c00-b9d3-2bc078a13f37,1.35,103.82,"",2
38,"","",47,Singapore,SG,2020-02-11T00:00:00Z,0,90826df3-0fd5-4b15-9030-27a02b5bc608,1.35,103.82,"",9
35,"","",50,Singapore,SG,2020-02-12T00:00:00Z,0,24e40d08-f8a6-4e2e-bc86-ddbf0c2a1308,1.35,103.82,"",15
43,"","",58,Singapore,SG,2020-02-13T00:00:00Z,0,c8671609-2810-4ef8-97cd-39493520e2fd,1.35,103.82,"",15
50,"","",67,Singapore,SG,2020-02-14T00:00:00Z,0,dc67b9ca-4773-4ad9-a179-2bb5b715de51,1.35,103.82,"",17
54,"","",72,Singapore,SG,2020-02-15T00:00:00Z,0,b7b6b3ab-b153-4219-8050-617ebc731ffb,1.35,103.82,"",18
57,"","",75,Singapore,SG,2020-02-16T00:00:00Z,0,680cf7f6-b09e-4eef-a190-c25232513fcb,1.35,103.82,"",18
53,"","",77,Singapore,SG,2020-02-17T00:00:00Z,0,412ff11f-b4c1-43c5-8038-3267ef389c31,1.35,103.82,"",24
52,"","",81,Singapore,SG,2020-02-18T00:00:00Z,0,49f87f7a-062c-40ea-8748-05605bc56171,1.35,103.82,"",29
50,"","",84,Singapore,SG,2020-02-19T00:00:00Z,0,d249998a-733c-44c4-9474-7fa6e9b47870,1.35,103.82,"",34
50,"","",84,Singapore,SG,2020-02-20T00:00:00Z,0,a1c73cfb-d859-4682-9c46-f426081d87a1,1.35,103.82,"",34
48,"","",85,Singapore,SG,2020-02-21T00:00:00Z,0,8942d12d-b898-483b-b780-c1a24eb4c583,1.35,103.82,"",37
48,"","",85,Singapore,SG,2020-02-22T00:00:00Z,0,04bef1b2-3699-4350-880d-bb268616408b,1.35,103.82,"",37
38,"","",89,Singapore,SG,2020-02-23T00:00:00Z,0,fcdd6a9b-a4f0-4add-b9a3-589d5d45e384,1.35,103.82,"",51
38,"","",89,Singapore,SG,2020-02-24T00:00:00Z,0,2ac8a1a6-b0b1-4edc-a37c-dc5a70fbe444,1.35,103.82,"",51
38,"","",91,Singapore,SG,2020-02-25T00:00:00Z,0,2748c049-6338-4e12-aaef-7965ef5369e4,1.35,103.82,"",53
31,"","",93,Singapore,SG,2020-02-26T00:00:00Z,0,bd76cf53-fc59-45ea-80dc-f9a8c23f35f1,1.35,103.82,"",62
31,"","",93,Singapore,SG,2020-02-27T00:00:00Z,0,d002d4be-4a29-4860-8bc1-d938793b96c6,1.35,103.82,"",62
31,"","",93,Singapore,SG,2020-02-28T00:00:00Z,0,375b603b-119d-4f5c-a0a6-3f982fccbccb,1.35,103.82,"",62
30,"","",102,Singapore,SG,2020-02-29T00:00:00Z,0,d322c0d4-7e7f-4b0f-a36c-7466991c399b,1.35,103.82,"",72
34,"","",106,Singapore,SG,2020-03-01T00:00:00Z,0,62bee7b3-b021-4c99-817b-e5f4419d0718,1.35,103.82,"",72
30,"","",108,Singapore,SG,2020-03-02T00:00:00Z,0,8858c1a5-34c6-4d6b-a76c-58697f3956b5,1.35,103.82,"",78
32,"","",110,Singapore,SG,2020-03-03T00:00:00Z,0,629c546c-dfc6-439f-b5f6-68a6f9684ae7,1.35,103.82,"",78
32,"","",110,Singapore,SG,2020-03-04T00:00:00Z,0,9b45a7f1-11e0-4077-8c22-b8b81ac8b086,1.35,103.82,"",78
39,"","",117,Singapore,SG,2020-03-05T00:00:00Z,0,bf8cf402-f4b4-4bb6-9b9d-7f26f2c77db9,1.35,103.82,"",78
52,"","",130,Singapore,SG,2020-03-06T00:00:00Z,0,69ade4fa-f96d-4b6b-879f-9a5275c61adf,1.35,103.82,"",78
60,"","",138,Singapore,SG,2020-03-07T00:00:00Z,0,b31552ed-7d10-48f8-b861-89dbc7f3ebeb,1.35,103.82,"",78
72,"","",150,Singapore,SG,2020-03-08T00:00:00Z,0,b9bca13e-36f5-40b8-9e03-ca75b33d4bb3,1.35,103.82,"",78
72,"","",150,Singapore,SG,2020-03-09T00:00:00Z,0,b74774f8-674d-4e34-8ffa-faab82a76f65,1.35,103.82,"",78
82,"","",160,Singapore,SG,2020-03-10T00:00:00Z,0,e262d889-f9b6-4dd8-9eab-eb2c33331b3e,1.35,103.82,"",78
82,"","",178,Singapore,SG,2020-03-11T00:00:00Z,0,519d3aae-3365-46e0-a57b-356c3af3a524,1.35,103.82,"",96
82,"","",178,Singapore,SG,2020-03-12T00:00:00Z,0,8ed4c097-2f37-42df-aa66-84cc038146d5,1.35,103.82,"",96
103,"","",200,Singapore,SG,2020-03-13T00:00:00Z,0,f9b1e748-837a-46c5-beb0-48f5c3cc38d1,1.35,103.82,"",97
107,"","",212,Singapore,SG,2020-03-14T00:00:00Z,0,1c431900-1890-481c-80dc-606a552cc069,1.35,103.82,"",105
121,"","",226,Singapore,SG,2020-03-15T00:00:00Z,0,dd7c160c-ad3a-4c89-ba4c-e9ad47b4c2aa,1.35,103.82,"",105
134,"","",243,Singapore,SG,2020-03-16T00:00:00Z,0,4d414328-38b5-45b4-996c-e5149b4ae702,1.35,103.82,"",109
152,"","",266,Singapore,SG,2020-03-17T00:00:00Z,0,07507bad-a65f-47bd-8751-82e95e935909,1.35,103.82,"",114
199,"","",313,Singapore,SG,2020-03-18T00:00:00Z,0,650beeaa-8691-4f78-b839-a5869fd67c48,1.35,103.82,"",114
231,"","",345,Singapore,SG,2020-03-19T00:00:00Z,0,4672e9a7-add7-4cef-a02d-2dd1b6b71484,1.35,103.82,"",114
261,"","",385,Singapore,SG,2020-03-20T00:00:00Z,0,374c1a78-eeba-41f8-943c-10eba3bc4492,1.35,103.82,"",124
290,"","",432,Singapore,SG,2020-03-21T00:00:00Z,2,d0af4f76-022f-4338-96d8-898a220123fa,1.35,103.82,"",140
309,"","",455,Singapore,SG,2020-03-22T00:00:00Z,2,8b5e6a21-4b1f-455b-af7d-63e42c415f09,1.35,103.82,"",144
363,"","",509,Singapore,SG,2020-03-23T00:00:00Z,2,4552ac51-4b27-4181-9dfb-1dbf20190948,1.35,103.82,"",144
400,"","",558,Singapore,SG,2020-03-24T00:00:00Z,2,6361fe9b-b73f-4c22-a28b-10506d8c7f4b,1.35,103.82,"",156
469,"","",631,Singapore,SG,2020-03-25T00:00:00Z,2,31e4847f-eeda-4730-aeea-6662cbe62022,1.35,103.82,"",160
509,"","",683,Singapore,SG,2020-03-26T00:00:00Z,2,759fc39e-ccc4-44b8-853f-0d54b48274f3,1.35,103.82,"",172
547,"","",732,Singapore,SG,2020-03-27T00:00:00Z,2,c2f60f59-7f34-4050-8658-1d8474d7d066,1.35,103.82,"",183
602,"","",802,Singapore,SG,2020-03-28T00:00:00Z,2,8aefd5e2-3553-4ea7-a3bf-23be9af74598,1.35,103.82,"",198
629,"","",844,Singapore,SG,2020-03-29T00:00:00Z,3,d0ba7596-7b50-4ddc-99ed-74c97722b88d,1.35,103.82,"",212
648,"","",879,Singapore,SG,2020-03-30T00:00:00Z,3,1cdba1d8-3cb5-4102-b10e-ffd143cf010e,1.35,103.82,"",228
683,"","",926,Singapore,SG,2020-03-31T00:00:00Z,3,c5c62293-3c89-452e-822a-2ee260c63e43,1.35,103.82,"",240
752,"","",1000,Singapore,SG,2020-04-01T00:00:00Z,3,454a0aef-4782-48e8-8bb2-f68586475cb8,1.35,103.82,"",245
779,"","",1049,Singapore,SG,2020-04-02T00:00:00Z,4,ffd94e96-05e7-4606-b491-eb67bbe72741,1.35,103.82,"",266
827,"","",1114,Singapore,SG,2020-04-03T00:00:00Z,5,2ef37eda-ce90-426b-808e-e223ed598ae6,1.35,103.82,"",282
886,"","",1189,Singapore,SG,2020-04-04T00:00:00Z,6,a1c69940-d5c5-49ba-bcd8-2ffef26045f1,1.35,103.82,"",297
983,"","",1309,Singapore,SG,2020-04-05T00:00:00Z,6,86c2f316-d865-47b6-b608-79f6ac5a3fdf,1.35,103.82,"",320
1025,"","",1375,Singapore,SG,2020-04-06T00:00:00Z,6,3f6ec337-fed4-4b9a-9578-35829e5e675d,1.35,103.82,"",344
1098,"","",1481,Singapore,SG,2020-04-07T00:00:00Z,6,648606cc-5cfb-409e-8bc6-27c83b6fa362,1.35,103.82,"",377
1211,"","",1623,Singapore,SG,2020-04-08T00:00:00Z,6,608b63a9-8ff1-447c-b764-c08919bf6aff,1.35,103.82,"",406
1444,"","",1910,Singapore,SG,2020-04-09T00:00:00Z,6,614903b1-2a02-4985-8681-b85ead983611,1.35,103.82,"",460
1609,"","",2108,Singapore,SG,2020-04-10T00:00:00Z,7,b80b8ffb-51ad-442d-afe4-7e38815682ae,1.35,103.82,"",492
1763,"","",2299,Singapore,SG,2020-04-11T00:00:00Z,8,255de194-36c5-48d7-955e-43fc6e290ff6,1.35,103.82,"",528
1964,"","",2532,Singapore,SG,2020-04-12T00:00:00Z,8,62a7727b-92de-47df-a89f-b418a9d66690,1.35,103.82,"",560
2323,"","",2918,Singapore,SG,2020-04-13T00:00:00Z,9,0daf62bf-b0de-47ad-9ceb-56f0c81f2c3d,1.35,103.82,"",586
2631,"","",3252,Singapore,SG,2020-04-14T00:00:00Z,10,aecef6f0-0eed-4b47-8c7f-859e31bd7c27,1.35,103.82,"",611
3037,"","",3699,Singapore,SG,2020-04-15T00:00:00Z,10,f5a43595-8697-4022-8c33-5dbc8178f205,1.35,103.82,"",652
3734,"","",4427,Singapore,SG,2020-04-16T00:00:00Z,10,299b2e8a-a69b-4f9b-8b94-930862285971,1.35,103.82,"",683
4331,"","",5050,Singapore,SG,2020-04-17T00:00:00Z,11,12d3858e-0e66-4250-aaa6-a9153429b52d,1.35,103.82,"",708
5241,"","",5992,Singapore,SG,2020-04-18T00:00:00Z,11,4261a1a2-85ff-4904-a37f-8160b2e72535,1.35,103.82,"",740
5809,"","",6588,Singapore,SG,2020-04-19T00:00:00Z,11,4b5140b6-df67-46d3-b045-2eb0f13501f1,1.35,103.82,"",768
7202,"","",8014,Singapore,SG,2020-04-20T00:00:00Z,11,c2026ac7-3237-4f78-aa36-813495e73a37,1.35,103.82,"",801
8275,"","",9125,Singapore,SG,2020-04-21T00:00:00Z,11,dff35262-d01a-4d52-ba71-c78398ae41d4,1.35,103.82,"",839
9233,"","",10141,Singapore,SG,2020-04-22T00:00:00Z,12,b526337d-3699-45fe-9be5-9bd1b5091145,1.35,103.82,"",896
10242,"","",11178,Singapore,SG,2020-04-23T00:00:00Z,12,ca64fcde-ab57-476a-90e2-43508bc70c71,1.35,103.82,"",924
11107,"","",12075,Singapore,SG,2020-04-24T00:00:00Z,12,5c88d7f3-cdc9-4c67-a606-940c5fea860e,1.35,103.82,"",956
11679,"","",12693,Singapore,SG,2020-04-25T00:00:00Z,12,a6367c4a-1fe4-4480-83e1-a61d73caec6a,1.35,103.82,"",1002
12552,"","",13624,Singapore,SG,2020-04-26T00:00:00Z,12,8a6b1107-edce-4bea-9a56-0d6dd834ed98,1.35,103.82,"",1060
13314,"","",14423,Singapore,SG,2020-04-27T00:00:00Z,14,8b57cbc3-d7e9-4a3a-a625-2c423f84c624,1.35,103.82,"",1095
13809,"","",14951,Singapore,SG,2020-04-28T00:00:00Z,14,109f7e9e-b447-490e-b280-42bd75cc44bd,1.35,103.82,"",1128
14439,"","",15641,Singapore,SG,2020-04-29T00:00:00Z,14,570362f1-f15e-4a95-b4b2-211d3efc7060,1.35,103.82,"",1188
14910,"","",16169,Singapore,SG,2020-04-30T00:00:00Z,15,1c9b9408-d6a0-4008-8f6b-7fb54924d932,1.35,103.82,"",1244
15817,"","",17101,Singapore,SG,2020-05-01T00:00:00Z,16,96008a0b-5bb2-4647-ac80-3ee9c255dd02,1.35,103.82,"",1268
16184,"","",17548,Singapore,SG,2020-05-02T00:00:00Z,17,12556e2e-ec39-483a-96cd-2f2dc3f7d5ad,1.35,103.82,"",1347
16779,"","",18205,Singapore,SG,2020-05-03T00:00:00Z,18,6e0bc149-d1dd-4d8a-9278-50774be0befd,1.35,103.82,"",1408
17303,"","",18778,Singapore,SG,2020-05-04T00:00:00Z,18,c754e1c6-622f-4efb-9a89-29d8138735cb,1.35,103.82,"",1457
17873,"","",19410,Singapore,SG,2020-05-05T00:00:00Z,18,22078419-cf44-4fed-adfc-527e40099e0d,1.35,103.82,"",1519
18544,"","",20198,Singapore,SG,2020-05-06T00:00:00Z,20,d33f78fe-486d-4f46-af42-c290927267d2,1.35,103.82,"",1634
19207,"","",20939,Singapore,SG,2020-05-07T00:00:00Z,20,567b0fcd-e177-4207-9915-a9a8ae8af97b,1.35,103.82,"",1712
19647,"","",21707,Singapore,SG,2020-05-08T00:00:00Z,20,2a9381e9-67ff-4abd-91ba-1cb3a7f7e345,1.35,103.82,"",2040
20144,"","",22460,Singapore,SG,2020-05-09T00:00:00Z,20,68ce96e1-4c43-44b1-83a9-a65f03160e35,1.35,103.82,"",2296
20595,"","",23336,Singapore,SG,2020-05-10T00:00:00Z,20,99b94ad8-e0fe-44c1-acf8-f08b75858a03,1.35,103.82,"",2721
20576,"","",23822,Singapore,SG,2020-05-11T00:00:00Z,21,675e05be-5da6-4d7a-b440-8a893f08b2fb,1.35,103.82,"",3225
20799,"","",24671,Singapore,SG,2020-05-12T00:00:00Z,21,b4342a30-4243-4428-a721-0d8dc6bcf891,1.35,103.82,"",3851
20516,"","",25346,Singapore,SG,2020-05-13T00:00:00Z,21,348ab693-1b2e-4094-a9aa-ac5fc1afc966,1.35,103.82,"",4809
20104,"","",26098,Singapore,SG,2020-05-14T00:00:00Z,21,fede9dcb-0c9a-45a4-801a-727185bad3bc,1.35,103.82,"",5973
19622,"","",26891,Singapore,SG,2020-05-15T00:00:00Z,21,d6673cce-a2bf-4087-b161-6a0571c12b37,1.35,103.82,"",7248
18992,"","",27356,Singapore,SG,2020-05-16T00:00:00Z,22,e56472d6-ed34-4ca0-8fb7-9b009a6c7ecb,1.35,103.82,"",8342
18676,"","",28038,Singapore,SG,2020-05-17T00:00:00Z,22,3e48c715-6a8f-48c7-8b43-9966ae9daf03,1.35,103.82,"",9340
18486,"","",28343,Singapore,SG,2020-05-18T00:00:00Z,22,cf7b0d97-9d33-434c-9f85-6875fe619bd7,1.35,103.82,"",9835
18407,"","",28794,Singapore,SG,2020-05-19T00:00:00Z,22,e710a944-11a0-44bd-a3d4-2d1ec5b40f0f,1.35,103.82,"",10365
18135,"","",29364,Singapore,SG,2020-05-20T00:00:00Z,22,5ea2380b-5a83-4e69-9f08-09099844326f,1.35,103.82,"",11207
17672,"","",29812,Singapore,SG,2020-05-21T00:00:00Z,23,b4859733-3a21-4cbe-9027-17c78368c75b,1.35,103.82,"",12117
17408,"","",30426,Singapore,SG,2020-05-22T00:00:00Z,23,5cb4c50f-88d2-4ceb-8c14-f152d3641f4f,1.35,103.82,"",12995
17163,"","",31068,Singapore,SG,2020-05-23T00:00:00Z,23,83a3c6d0-60bd-4eb9-bdaa-f190f9f5c53c,1.35,103.82,"",13882
16717,"","",31616,Singapore,SG,2020-05-24T00:00:00Z,23,ba711987-f07d-4c04-a724-06e5700141bd,1.35,103.82,"",14876
16199,"","",31960,Singapore,SG,2020-05-25T00:00:00Z,23,74d779bb-ee1f-404b-864f-8c4156aa0bde,1.35,103.82,"",15738
15876,"","",32343,Singapore,SG,2020-05-26T00:00:00Z,23,9d8ee190-69a5-4872-9f76-305a10e1d3b2,1.35,103.82,"",16444
15577,"","",32876,Singapore,SG,2020-05-27T00:00:00Z,23,425ea15b-dd01-482e-9c34-43ab570ad2a6,1.35,103.82,"",17276
14932,"","",33249,Singapore,SG,2020-05-28T00:00:00Z,23,6604eade-e7b3-4822-a8b6-e56c58281796,1.35,103.82,"",18294
14206,"","",33860,Singapore,SG,2020-05-29T00:00:00Z,23,06bd3fd7-7b6d-44b3-b9b2-fdabd8e41f57,1.35,103.82,"",19631
13616,"","",34366,Singapore,SG,2020-05-30T00:00:00Z,23,100ceacf-4020-48f6-a952-b13cca4bc594,1.35,103.82,"",20727
13162,"","",34884,Singapore,SG,2020-05-31T00:00:00Z,23,0cd22a20-449c-4e2d-911a-4c8ea87960e2,1.35,103.82,"",21699
12802,"","",35292,Singapore,SG,2020-06-01T00:00:00Z,24,611eca9b-d7d2-4c38-b5dd-4f14b3c08264,1.35,103.82,"",22466
12637,"","",35836,Singapore,SG,2020-06-02T00:00:00Z,24,2711cb85-d00c-421a-a712-f6bd903bf63e,1.35,103.82,"",23175
12799,"","",36405,Singapore,SG,2020-06-03T00:00:00Z,24,d571f15f-418a-453f-a32c-04ff03c1bc74,1.35,103.82,"",23582
12994,"","",36922,Singapore,SG,2020-06-04T00:00:00Z,24,3c733d6b-f374-4d59-ac39-bc6cd347f2f1,1.35,103.82,"",23904
12950,"","",37183,Singapore,SG,2020-06-05T00:00:00Z,24,20866347-e4a3-4f31-b020-b277ac3d2bbe,1.35,103.82,"",24209
12943,"","",37527,Singapore,SG,2020-06-06T00:00:00Z,25,c5dab82d-7edf-4eb4-813a-3f2fa4a6eba1,1.35,103.82,"",24559
12999,"","",37910,Singapore,SG,2020-06-07T00:00:00Z,25,e853465d-1c66-4710-959d-fb1458639ef4,1.35,103.82,"",24886
12903,"","",38296,Singapore,SG,2020-06-08T00:00:00Z,25,1ed6ebc8-ca5a-4771-8916-b54a4338536f,1.35,103.82,"",25368
12612,"","",38514,Singapore,SG,2020-06-09T00:00:00Z,25,f259a093-d290-4f43-a13a-deacaace0e2b,1.35,103.82,"",25877
12408,"","",38965,Singapore,SG,2020-06-10T00:00:00Z,25,ae33c6a0-cd3f-4b3e-b7c9-a51a895ac93e,1.35,103.82,"",26532
12076,"","",39387,Singapore,SG,2020-06-11T00:00:00Z,25,49ccbfc3-1235-404d-b288-1a866ba01913,1.35,103.82,"",27286
11785,"","",39850,Singapore,SG,2020-06-12T00:00:00Z,25,7997495e-df14-492c-84a9-6393864cbbde,1.35,103.82,"",28040
11363,"","",40197,Singapore,SG,2020-06-13T00:00:00Z,26,a36041f5-f08f-40da-9e9f-a9abd1b3cf2e,1.35,103.82,"",28808
10989,"","",40604,Singapore,SG,2020-06-14T00:00:00Z,26,dc90f610-0104-4909-b52b-b1a6e545b327,1.35,103.82,"",29589
10426,"","",40818,Singapore,SG,2020-06-15T00:00:00Z,26,76175ba6-93ed-444d-8111-308af1cd815e,1.35,103.82,"",30366
9780,"","",40969,Singapore,SG,2020-06-16T00:00:00Z,26,ed159aa4-2434-4609-a807-683f797596ba,1.35,103.82,"",31163
9252,"","",41216,Singapore,SG,2020-06-17T00:00:00Z,26,1bb227f9-a652-4025-b33a-897fffe3aada,1.35,103.82,"",31938
8735,"","",41473,Singapore,SG,2020-06-18T00:00:00Z,26,4c3128d8-05a0-44e3-84ea-80f85c91c2eb,1.35,103.82,"",32712
8130,"","",41615,Singapore,SG,2020-06-19T00:00:00Z,26,453378bc-6524-41bf-8a8e-67167631c760,1.35,103.82,"",33459
7583,"","",41833,Singapore,SG,2020-06-20T00:00:00Z,26,ae44cc40-9c04-4a50-bab1-cac7a9acfd78,1.35,103.82,"",34224
7127,"","",42095,Singapore,SG,2020-06-21T00:00:00Z,26,2b0e82c3-aa8b-41cc-b397-65b05af7dd32,1.35,103.82,"",34942
6697,"","",42313,Singapore,SG,2020-06-22T00:00:00Z,26,748be727-f59d-441f-96da-7faea095c7fe,1.35,103.82,"",35590
6411,"","",42432,Singapore,SG,2020-06-23T00:00:00Z,26,baeb012c-a5f1-4436-b031-969f24119280,1.35,103.82,"",35995
6298,"","",42623,Singapore,SG,2020-06-24T00:00:00Z,26,988c3b74-3b0a-4384-881b-4a230983c5a7,1.35,103.82,"",36299
6106,"","",42736,Singapore,SG,2020-06-25T00:00:00Z,26,3ab94f1e-496c-4acf-ad7c-8f093de46643,1.35,103.82,"",36604
6104,"","",42955,Singapore,SG,2020-06-26T00:00:00Z,26,a2c43a30-07b3-436e-bb8d-14d5d8f45ed4,1.35,103.82,"",36825
6057,"","",43246,Singapore,SG,2020-06-27T00:00:00Z,26,daa88430-1397-4b6f-a89d-74355ae88ed8,1.35,103.82,"",37163
5925,"","",43459,Singapore,SG,2020-06-28T00:00:00Z,26,bbb8a529-4800-4e9e-8ba2-50d3ffa3125b,1.35,103.82,"",37508
5650,"","",43661,Singapore,SG,2020-06-29T00:00:00Z,26,f9cc5a20-07a2-4500-a27e-de2fdec7097a,1.35,103.82,"",37985
5381,"","",43907,Singapore,SG,2020-06-30T00:00:00Z,26,f69b28d8-cc22-4f22-9f64-367c953db2c8,1.35,103.82,"",38500
5085,"","",44122,Singapore,SG,2020-07-01T00:00:00Z,26,204fb1e5-0547-475b-a4de-a87be3b89494,1.35,103.82,"",39011
4855,"","",44310,Singapore,SG,2020-07-02T00:00:00Z,26,9bea9c31-eb84-4a02-9791-846a424572a8,1.35,103.82,"",39429
4684,"","",44479,Singapore,SG,2020-07-03T00:00:00Z,26,523dd18f-a766-42a7-8771-1370b512804c,1.35,103.82,"",39769
4521,"","",44664,Singapore,SG,2020-07-04T00:00:00Z,26,c10d53ae-1e37-4a3c-a18a-a214f7348d0c,1.35,103.82,"",40117
4333,"","",44800,Singapore,SG,2020-07-05T00:00:00Z,26,0a4acce1-aaca-4fca-8acc-579b305ed547,1.35,103.82,"",40441
4240,"","",44983,Singapore,SG,2020-07-06T00:00:00Z,26,90ec4dd3-967a-405c-bf16-c51252f0f6ee,1.35,103.82,"",40717
4112,"","",45140,Singapore,SG,2020-07-07T00:00:00Z,26,bafbe48b-316f-477f-8e28-0a8e7e0d0c4e,1.35,103.82,"",41002
3949,"","",45298,Singapore,SG,2020-07-08T00:00:00Z,26,50b6b0cb-718b-4db8-a68b-f10c817dcab3,1.35,103.82,"",41323
3752,"","",45423,Singapore,SG,2020-07-09T00:00:00Z,26,7b61ba48-95ce-42d5-8520-3cd0cf9cd445,1.35,103.82,"",41645
3808,"","",45614,Singapore,SG,2020-07-10T00:00:00Z,26,a85cea74-49f2-4213-b511-effda6dfb985,1.35,103.82,"",41780
3731,"","",45783,Singapore,SG,2020-07-11T00:00:00Z,26,057c4663-53a0-4cd0-8f38-28e77ece5fb1,1.35,103.82,"",42026
3650,"","",45961,Singapore,SG,2020-07-12T00:00:00Z,26,c58b9baf-7b21-4359-a201-4934efc95fc1,1.35,103.82,"",42285
3716,"","",46283,Singapore,SG,2020-07-13T00:00:00Z,26,96768f8d-562d-427e-9e44-af89007430df,1.35,103.82,"",42541
3866,"","",46630,Singapore,SG,2020-07-14T00:00:00Z,27,a25e6cce-341d-47e3-bdf1-b328a7ca29e9,1.35,103.82,"",42737
3863,"","",46878,Singapore,SG,2020-07-15T00:00:00Z,27,8ed41a2c-7bda-40d1-8027-1a57572c4778,1.35,103.82,"",42988
3843,"","",47126,Singapore,SG,2020-07-16T00:00:00Z,27,4828de10-d2c4-4101-99b3-36860ee8d5b4,1.35,103.82,"",43256
3849,"","",47453,Singapore,SG,2020-07-17T00:00:00Z,27,7f98bb3a-681d-4b55-be3e-e09f83e94d79,1.35,103.82,"",43577
3795,"","",47655,Singapore,SG,2020-07-18T00:00:00Z,27,e5c599a3-5e12-4706-9ecb-70288d9c92c1,1.35,103.82,"",43833
3799,"","",47912,Singapore,SG,2020-07-19T00:00:00Z,27,48f9fa2c-52f6-4e9a-ab0c-23855cca4df2,1.35,103.82,"",44086
3637,"","",48035,Singapore,SG,2020-07-20T00:00:00Z,27,5652665d-ffeb-43c5-bfb8-e3bce5989236,1.35,103.82,"",44371
3823,"","",48434,Singapore,SG,2020-07-21T00:00:00Z,27,65fce665-21bf-4c07-a8f1-1691f5606142,1.35,103.82,"",44584
3922,"","",48744,Singapore,SG,2020-07-22T00:00:00Z,27,469a3591-d580-426f-aa5b-d1088f33f01a,1.35,103.82,"",44795
4056,"","",49098,Singapore,SG,2020-07-23T00:00:00Z,27,2d8423d9-c3fe-4bda-b9cf-b4f4b648b1e8,1.35,103.82,"",45015
4176,"","",49375,Singapore,SG,2020-07-24T00:00:00Z,27,a8b7a37c-bc59-4ed9-81e6-632f7294b857,1.35,103.82,"",45172
4509,"","",49888,Singapore,SG,2020-07-25T00:00:00Z,27,fab88704-47d0-4fbe-98fe-1a870bd5ca49,1.35,103.82,"",45352
4821,"","",50369,Singapore,SG,2020-07-26T00:00:00Z,27,55e287ef-344d-4d78-aa81-d9b4bd6ec093,1.35,103.82,"",45521
5119,"","",50838,Singapore,SG,2020-07-27T00:00:00Z,27,9812c058-87f3-4447-bf48-cdd4752523f1,1.35,103.82,"",45692
5277,"","",51197,Singapore,SG,2020-07-28T00:00:00Z,27,21a62fca-f686-4c2e-9a9b-80acf4f7d9e4,1.35,103.82,"",45893
5406,"","",51531,Singapore,SG,2020-07-29T00:00:00Z,27,9f9dc20b-28a3-4d88-ab7f-0cb7373447ef,1.35,103.82,"",46098
5474,"","",51809,Singapore,SG,2020-07-30T00:00:00Z,27,e7cbd889-429f-47a2-9245-4f81b7bd56b2,1.35,103.82,"",46308
